pathway	enzyme	ko_id	anygene_name
198	Pentose phosphate pathway [PATH:ko00030]	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]	K18978	gapN
199	Pentose phosphate pathway [PATH:ko00030]	glucose 1-dehydrogenase [EC:1.1.1.47]	K00034	gdh
200	Pentose phosphate pathway [PATH:ko00030]	glucose 1-dehydrogenase [EC:1.1.1.47]	K22969	gdh
201	Pentose phosphate pathway [PATH:ko00030]	hexose oxidase [EC:1.1.3.5]	K21840	HOX
202	Pentose phosphate pathway [PATH:ko00030]	glucose/galactose 1-dehydrogenase (NADP+) [EC:1.1.1.360]	K18124	gdh2
203	Pentose phosphate pathway [PATH:ko00030]	aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359]	K18125	ssgdh
204	Pentose phosphate pathway [PATH:ko00030]	glucose 1-dehydrogenase (FAD, quinone) [EC:1.1.5.9]	K00115	GLD
205	Pentose phosphate pathway [PATH:ko00030]	glucose dehydrogenase [EC:1.1.5.9]	K19813	gdh
206	Pentose phosphate pathway [PATH:ko00030]	quinoprotein glucose dehydrogenase [EC:1.1.5.2]	K00117	gcd
207	Pentose phosphate pathway [PATH:ko00030]	gluconolactonase [EC:3.1.1.17]	K01053	E3.1.1.17
208	Pentose phosphate pathway [PATH:ko00030]	gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]	K06151	E1.1.99.3A
209	Pentose phosphate pathway [PATH:ko00030]	gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]	K06152	E1.1.99.3G
210	Pentose phosphate pathway [PATH:ko00030]	glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	K00090	ghrB
211	Pentose phosphate pathway [PATH:ko00030]	2-ketogluconate reductase [EC:1.1.1.215]	K22229	K22229
212	Pentose phosphate pathway [PATH:ko00030]	dehydrogluconokinase [EC:2.7.1.13]	K11441	kguK
213	Pentose phosphate pathway [PATH:ko00030]	phosphogluconate 2-dehydrogenase [EC:1.1.1.43]	K00032	E1.1.1.43
214	Pentose phosphate pathway [PATH:ko00030]	gluconokinase [EC:2.7.1.12]	K00851	E2.7.1.12
215	Pentose phosphate pathway [PATH:ko00030]	gluconate/galactonate dehydratase [EC:4.2.1.140]	K05308	gnaD
216	Pentose phosphate pathway [PATH:ko00030]	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	K00874	kdgK
217	Pentose phosphate pathway [PATH:ko00030]	2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.178]	K18126	sskdgK
218	Pentose phosphate pathway [PATH:ko00030]	2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51]	K18127	kdgA
219	Pentose phosphate pathway [PATH:ko00030]	aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]	K03738	aor
220	Pentose phosphate pathway [PATH:ko00030]	glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8]	K18020	cutA
221	Pentose phosphate pathway [PATH:ko00030]	glyceraldehyde dehydrogenase medium subunit [EC:1.2.99.8]	K18021	cutB
222	Pentose phosphate pathway [PATH:ko00030]	glyceraldehyde dehydrogenase small subunit [EC:1.2.99.8]	K18022	cutC
223	Pentose phosphate pathway [PATH:ko00030]	D-glyceraldehyde dehydrogenase (NADP+) [EC:1.2.1.89]	K18128	gadh
224	Pentose phosphate pathway [PATH:ko00030]	glycerate 2-kinase [EC:2.7.1.165]	K11529	gck
225	Pentose phosphate pathway [PATH:ko00030]	glucosaminate ammonia-lyase [EC:4.3.1.9]	K22345	E4.3.1.9
226	Pentose phosphate pathway [PATH:ko00030]	PTS system, D-glucosaminate-specific IIA component [EC:2.7.1.203]	K17464	PTS-Dga-EIIA
227	Pentose phosphate pathway [PATH:ko00030]	PTS system, D-glucosaminate-specific IIB component [EC:2.7.1.203]	K17465	PTS-Dga-EIIB
228	Pentose phosphate pathway [PATH:ko00030]	PTS system, D-glucosaminate-specific IIC component	K17466	PTS-Dga-EIIC
229	Pentose phosphate pathway [PATH:ko00030]	PTS system, D-glucosaminate-specific IID component	K17467	PTS-Dga-EIID
230	Pentose phosphate pathway [PATH:ko00030]	D-glucosaminate-6-phosphate ammonia-lyase [EC:4.3.1.29]	K17468	dgaE
231	Pentose phosphate pathway [PATH:ko00030]	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	K01623	ALDO
232	Pentose phosphate pathway [PATH:ko00030]	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	K11645	fbaB
233	Pentose phosphate pathway [PATH:ko00030]	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	K01624	FBA
234	Pentose phosphate pathway [PATH:ko00030]	fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	K01622	K01622
235	Pentose phosphate pathway [PATH:ko00030]	fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]	K16305	K16305
236	Pentose phosphate pathway [PATH:ko00030]	fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]	K16306	K16306
237	Pentose phosphate pathway [PATH:ko00030]	fructose-1,6-bisphosphatase I [EC:3.1.3.11]	K03841	FBP
238	Pentose phosphate pathway [PATH:ko00030]	fructose-1,6-bisphosphatase II [EC:3.1.3.11]	K02446	glpX
239	Pentose phosphate pathway [PATH:ko00030]	fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]	K11532	glpX-SEBP
240	Pentose phosphate pathway [PATH:ko00030]	fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]	K01086	fbp-SEBP
241	Pentose phosphate pathway [PATH:ko00030]	fructose-1,6-bisphosphatase III [EC:3.1.3.11]	K04041	fbp3
242	Pentose phosphate pathway [PATH:ko00030]	6-phosphofructokinase 1 [EC:2.7.1.11]	K00850	pfkA
243	Pentose phosphate pathway [PATH:ko00030]	6-phosphofructokinase 2 [EC:2.7.1.11]	K16370	pfkB
244	Pentose phosphate pathway [PATH:ko00030]	ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]	K21071	pfk
245	Pentose phosphate pathway [PATH:ko00030]	ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	K00918	pfkC
246	Pentose phosphate pathway [PATH:ko00030]	diphosphate-dependent phosphofructokinase [EC:2.7.1.90]	K00895	pfp
247	Pentose and glucuronate interconversions [PATH:ko00040]	pectinesterase [EC:3.1.1.11]	K01051	E3.1.1.11
248	Pentose and glucuronate interconversions [PATH:ko00040]	pectate lyase [EC:4.2.2.2]	K22539	PLY
249	Pentose and glucuronate interconversions [PATH:ko00040]	pectate lyase [EC:4.2.2.2]	K01728	pel
250	Pentose and glucuronate interconversions [PATH:ko00040]	pectate lyase C [EC:4.2.2.2 4.2.2.10]	K19551	pelC
251	Pentose and glucuronate interconversions [PATH:ko00040]	pectate disaccharide-lyase [EC:4.2.2.9]	K01731	pelW
252	Pentose and glucuronate interconversions [PATH:ko00040]	pectate disaccharide-lyase [EC:4.2.2.9]	K22994	pelX
253	Pentose and glucuronate interconversions [PATH:ko00040]	oligogalacturonide lyase [EC:4.2.2.6]	K01730	ogl
254	Pentose and glucuronate interconversions [PATH:ko00040]	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]	K01815	kduI
255	Pentose and glucuronate interconversions [PATH:ko00040]	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	K00065	kduD
256	Pentose and glucuronate interconversions [PATH:ko00040]	polygalacturonase [EC:3.2.1.15]	K01184	E3.2.1.15
257	Pentose and glucuronate interconversions [PATH:ko00040]	galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]	K01213	E3.2.1.67
258	Pentose and glucuronate interconversions [PATH:ko00040]	galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]	K22933	lplD
259	Pentose and glucuronate interconversions [PATH:ko00040]	glucuronate isomerase [EC:5.3.1.12]	K01812	uxaC
260	Pentose and glucuronate interconversions [PATH:ko00040]	tagaturonate reductase [EC:1.1.1.58]	K00041	uxaB
261	Pentose and glucuronate interconversions [PATH:ko00040]	altronate hydrolase [EC:4.2.1.7]	K01685	uxaA
262	Pentose and glucuronate interconversions [PATH:ko00040]	altronate dehydratase small subunit [EC:4.2.1.7]	K16849	uxaA1
263	Pentose and glucuronate interconversions [PATH:ko00040]	altronate dehydratase large subunit [EC:4.2.1.7]	K16850	uxaA2
264	Pentose and glucuronate interconversions [PATH:ko00040]	mannonate dehydratase [EC:4.2.1.8]	K01686	uxuA
265	Pentose and glucuronate interconversions [PATH:ko00040]	mannonate dehydratase [EC:4.2.1.8]	K08323	rspA
266	Pentose and glucuronate interconversions [PATH:ko00040]	L-gulonate 5-dehydrogenase [EC:1.1.1.380]	K08322	rspB
267	Pentose and glucuronate interconversions [PATH:ko00040]	fructuronate reductase [EC:1.1.1.57]	K00040	uxuB
268	Pentose and glucuronate interconversions [PATH:ko00040]	tagaturonate epimerase [EC:5.1.2.7]	K21619	uxaE
269	Pentose and glucuronate interconversions [PATH:ko00040]	D-galacturonate reductase [EC:1.1.1.-]	K18106	GAAA
270	Pentose and glucuronate interconversions [PATH:ko00040]	D-galacturonate reductase [EC:1.1.1.365]	K19634	gar1
271	Pentose and glucuronate interconversions [PATH:ko00040]	L-galactonate dehydratase [EC:4.2.1.146]	K18102	GAAB
272	Pentose and glucuronate interconversions [PATH:ko00040]	L-threo-3-deoxy-hexylosonate aldolase [EC:4.1.2.54]	K18103	GAAC
273	Pentose and glucuronate interconversions [PATH:ko00040]	L-glyceraldehyde reductase [EC:1.1.1.372]	K18107	GAAD
274	Pentose and glucuronate interconversions [PATH:ko00040]	beta-glucuronidase [EC:3.2.1.31]	K01195	uidA
275	Pentose and glucuronate interconversions [PATH:ko00040]	klotho [EC:3.2.1.31]	K14756	KL
276	Pentose and glucuronate interconversions [PATH:ko00040]	glucuronosyltransferase [EC:2.4.1.17]	K00699	UGT
277	Pentose and glucuronate interconversions [PATH:ko00040]	glucuronokinase [EC:2.7.1.43]	K16190	GLCAK
278	Pentose and glucuronate interconversions [PATH:ko00040]	UDP-sugar pyrophosphorylase [EC:2.7.7.64]	K12447	USP
279	Pentose and glucuronate interconversions [PATH:ko00040]	UDPglucose 6-dehydrogenase [EC:1.1.1.22]	K00012	UGDH
280	Pentose and glucuronate interconversions [PATH:ko00040]	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	K00963	UGP2
281	Pentose and glucuronate interconversions [PATH:ko00040]	alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	K00002	AKR1A1
282	Pentose and glucuronate interconversions [PATH:ko00040]	L-gulonate 3-dehydrogenase [EC:1.1.1.45]	K13247	CRYL1
283	Pentose and glucuronate interconversions [PATH:ko00040]	3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130]	K08092	dlgD
284	Pentose and glucuronate interconversions [PATH:ko00040]	L-xylulokinase [EC:2.7.1.53]	K00880	lyxK
285	Pentose and glucuronate interconversions [PATH:ko00040]	3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]	K03078	ulaD
286	Pentose and glucuronate interconversions [PATH:ko00040]	L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22]	K03079	ulaE
287	Pentose and glucuronate interconversions [PATH:ko00040]	L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	K03077	araD
288	Pentose and glucuronate interconversions [PATH:ko00040]	ribulose-phosphate 3-epimerase [EC:5.1.3.1]	K01783	rpe
289	Pentose and glucuronate interconversions [PATH:ko00040]	L-arabinose isomerase [EC:5.3.1.4]	K01804	araA
290	Pentose and glucuronate interconversions [PATH:ko00040]	L-ribulokinase [EC:2.7.1.16]	K00853	araB
291	Pentose and glucuronate interconversions [PATH:ko00040]	xylulokinase [EC:2.7.1.17]	K00854	xylB
292	Pentose and glucuronate interconversions [PATH:ko00040]	xylose isomerase [EC:5.3.1.5]	K01805	xylA
293	Pentose and glucuronate interconversions [PATH:ko00040]	aldehyde reductase [EC:1.1.1.21]	K00011	AKR1B
294	Pentose and glucuronate interconversions [PATH:ko00040]	alditol oxidase [EC:1.1.3.41]	K00594	xyoA
295	Pentose and glucuronate interconversions [PATH:ko00040]	D-xylose reductase [EC:1.1.1.307]	K17743	XR
296	Pentose and glucuronate interconversions [PATH:ko00040]	L-xylulose reductase [EC:1.1.1.10]	K03331	DCXR
297	Pentose and glucuronate interconversions [PATH:ko00040]	L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]	K01820	rhaA
298	Pentose and glucuronate interconversions [PATH:ko00040]	rhamnulokinase [EC:2.7.1.5]	K00848	rhaB
299	Pentose and glucuronate interconversions [PATH:ko00040]	rhamnulose-1-phosphate aldolase [EC:4.1.2.19]	K01629	rhaD
300	Pentose and glucuronate interconversions [PATH:ko00040]	D-arabinitol 2-dehydrogenase [EC:1.1.1.250]	K17738	ARD
301	Pentose and glucuronate interconversions [PATH:ko00040]	D-arabinitol dehydrogenase (NADP+) [EC:1.1.1.287]	K17818	ARD1
302	Pentose and glucuronate interconversions [PATH:ko00040]	D-arabinitol 4-dehydrogenase [EC:1.1.1.11]	K00007	dalD
303	Pentose and glucuronate interconversions [PATH:ko00040]	D-lyxose ketol-isomerase [EC:5.3.1.15]	K09988	lyxA
304	Pentose and glucuronate interconversions [PATH:ko00040]	D-xylulose reductase [EC:1.1.1.9]	K05351	E1.1.1.9
305	Pentose and glucuronate interconversions [PATH:ko00040]	L-iditol 2-dehydrogenase [EC:1.1.1.14]	K00008	SORD
306	Pentose and glucuronate interconversions [PATH:ko00040]	D-xylose 1-dehydrogenase [EC:1.1.1.175]	K22185	xylB
307	Pentose and glucuronate interconversions [PATH:ko00040]	dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]	K00078	DHDH
308	Pentose and glucuronate interconversions [PATH:ko00040]	D-xylose 1-dehydrogenase (NADP+) [EC:1.1.1.179]	K14273	xdh
309	Pentose and glucuronate interconversions [PATH:ko00040]	xylonolactonase [EC:3.1.1.-]	K14274	xylC
310	Pentose and glucuronate interconversions [PATH:ko00040]	D-xylonate dehydratase [EC:4.2.1.82]	K14275	xad
311	Pentose and glucuronate interconversions [PATH:ko00040]	xylonate dehydratase [EC:4.2.1.82]	K22186	xylD
312	Pentose and glucuronate interconversions [PATH:ko00040]	xylonate dehydratase [EC:4.2.1.82]	K22396	yjhG
313	Pentose and glucuronate interconversions [PATH:ko00040]	2-dehydro-3-deoxy-D-pentonate aldolase [EC:4.1.2.28]	K22397	yjhH
314	Pentose and glucuronate interconversions [PATH:ko00040]	2-dehydro-3-deoxy-D-arabinonate dehydratase [EC:4.2.1.141]	K14259	kdxD
315	Pentose and glucuronate interconversions [PATH:ko00040]	2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]	K13877	aldH
316	Pentose and glucuronate interconversions [PATH:ko00040]	2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]	K19588	dopDH
317	Pentose and glucuronate interconversions [PATH:ko00040]	alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-]	K22187	xylA
318	Pentose and glucuronate interconversions [PATH:ko00040]	D-ribulokinase [EC:2.7.1.47]	K00875	rbtK
319	Pentose and glucuronate interconversions [PATH:ko00040]	D-ribulokinase [EC:2.7.1.47]	K22935	XK1
320	Pentose and glucuronate interconversions [PATH:ko00040]	ribitol 2-dehydrogenase [EC:1.1.1.56]	K00039	rbtD
321	Pentose and glucuronate interconversions [PATH:ko00040]	ribulose-5-phosphate 2-dehydrogenase [EC:1.1.1.137]	K21680	E1.1.1.137
322	Pentose and glucuronate interconversions [PATH:ko00040]	ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]	K05352	tarJ
323	Pentose and glucuronate interconversions [PATH:ko00040]	ribitol-5-phosphate 2-dehydrogenase (NADP+) / D-ribitol-5-phosphate cytidylyltransferase [EC:1.1.1.405 2.7.7.40]	K21681	bcs1
324	Pentose and glucuronate interconversions [PATH:ko00040]	D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40]	K21030	tarI
325	Pentose and glucuronate interconversions [PATH:ko00040]	D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40]	K21031	ISPD
326	Fructose and mannose metabolism [PATH:ko00051]	mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]	K01218	gmuG
327	Fructose and mannose metabolism [PATH:ko00051]	mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]	K19355	MAN
328	Fructose and mannose metabolism [PATH:ko00051]	fructokinase [EC:2.7.1.4]	K00847	E2.7.1.4
329	Fructose and mannose metabolism [PATH:ko00051]	mannose-6-phosphate isomerase [EC:5.3.1.8]	K01809	manA
330	Fructose and mannose metabolism [PATH:ko00051]	glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]	K15916	pgi-pmi
331	Fructose and mannose metabolism [PATH:ko00051]	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]	K16011	algA
332	Fructose and mannose metabolism [PATH:ko00051]	phosphomannomutase [EC:5.4.2.8]	K17497	PMM
333	Fructose and mannose metabolism [PATH:ko00051]	phosphomannomutase [EC:5.4.2.8]	K01840	manB
334	Fructose and mannose metabolism [PATH:ko00051]	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	K15778	pmm-pgm
335	Fructose and mannose metabolism [PATH:ko00051]	mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]	K16881	K16881
336	Fructose and mannose metabolism [PATH:ko00051]	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	K00971	manC
337	Fructose and mannose metabolism [PATH:ko00051]	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	K00966	GMPP
338	Fructose and mannose metabolism [PATH:ko00051]	GDPmannose 4,6-dehydratase [EC:4.2.1.47]	K01711	gmd
339	Fructose and mannose metabolism [PATH:ko00051]	GDP-L-fucose synthase [EC:1.1.1.271]	K02377	TSTA3
340	Fructose and mannose metabolism [PATH:ko00051]	fucose-1-phosphate guanylyltransferase [EC:2.7.7.30]	K00976	FPGT
341	Fructose and mannose metabolism [PATH:ko00051]	ADP-sugar diphosphatase [EC:3.6.1.21]	K18447	NUDX14
342	Fructose and mannose metabolism [PATH:ko00051]	fucokinase [EC:2.7.1.52]	K05305	FUK
343	Fructose and mannose metabolism [PATH:ko00051]	L-fucose/D-arabinose isomerase [EC:5.3.1.25 5.3.1.3]	K01818	fucI
344	Fructose and mannose metabolism [PATH:ko00051]	L-fuculokinase [EC:2.7.1.51]	K00879	fucK
345	Fructose and mannose metabolism [PATH:ko00051]	L-fuculose-phosphate aldolase [EC:4.1.2.17]	K01628	fucA
346	Fructose and mannose metabolism [PATH:ko00051]	D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]	K00064	E1.1.1.122
347	Fructose and mannose metabolism [PATH:ko00051]	L-fucose dehydrogenase	K18333	K18333
348	Fructose and mannose metabolism [PATH:ko00051]	L-fuconolactonase [EC:3.1.1.-]	K07046	K07046
349	Fructose and mannose metabolism [PATH:ko00051]	L-fuconate dehydratase [EC:4.2.1.68]	K18334	fucD
350	Fructose and mannose metabolism [PATH:ko00051]	2-keto-3-deoxy-L-fuconate dehydrogenase [EC:1.1.1.-]	K18335	K18335
351	Fructose and mannose metabolism [PATH:ko00051]	2,4-diketo-3-deoxy-L-fuconate hydrolase [EC:3.7.1.-]	K18336	K18336
352	Fructose and mannose metabolism [PATH:ko00051]	L-rhamnose 1-dehydrogenase [EC:1.1.1.378 1.1.1.377 1.1.1.173]	K18337	LRA1
353	Fructose and mannose metabolism [PATH:ko00051]	L-rhamnono-1,4-lactonase [EC:3.1.1.65]	K18338	LRA2
354	Fructose and mannose metabolism [PATH:ko00051]	L-rhamnonate dehydratase [EC:4.2.1.90]	K12661	LRA3
355	Fructose and mannose metabolism [PATH:ko00051]	2-keto-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53]	K18339	LRA4
356	Fructose and mannose metabolism [PATH:ko00051]	2-dehydro-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53]	K12660	rhmA
357	Fructose and mannose metabolism [PATH:ko00051]	L-rhamnose isomerase [EC:5.3.1.14]	K01813	rhaA
358	Fructose and mannose metabolism [PATH:ko00051]	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+) [EC:1.1.1.401]	K21883	lra5
359	Fructose and mannose metabolism [PATH:ko00051]	L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]	K01820	rhaA
360	Fructose and mannose metabolism [PATH:ko00051]	rhamnulokinase [EC:2.7.1.5]	K00848	rhaB
361	Fructose and mannose metabolism [PATH:ko00051]	rhamnulose-1-phosphate aldolase [EC:4.1.2.19]	K01629	rhaD
362	Fructose and mannose metabolism [PATH:ko00051]	mannosyl-3-phosphoglycerate synthase [EC:2.4.1.217]	K05947	E2.4.1.217
363	Fructose and mannose metabolism [PATH:ko00051]	mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]	K07026	E3.1.3.70
364	Fructose and mannose metabolism [PATH:ko00051]	mannosylglycerate synthase [EC:2.4.1.269]	K18818	mgs
365	Fructose and mannose metabolism [PATH:ko00051]	hexokinase [EC:2.7.1.1]	K00844	HK
366	Fructose and mannose metabolism [PATH:ko00051]	6-phosphofructokinase 1 [EC:2.7.1.11]	K00850	pfkA
367	Fructose and mannose metabolism [PATH:ko00051]	6-phosphofructokinase 2 [EC:2.7.1.11]	K16370	pfkB
368	Fructose and mannose metabolism [PATH:ko00051]	ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]	K21071	pfk
369	Fructose and mannose metabolism [PATH:ko00051]	diphosphate-dependent phosphofructokinase [EC:2.7.1.90]	K00895	pfp
370	Fructose and mannose metabolism [PATH:ko00051]	fructose-1,6-bisphosphatase I [EC:3.1.3.11]	K03841	FBP
371	Fructose and mannose metabolism [PATH:ko00051]	fructose-1,6-bisphosphatase II [EC:3.1.3.11]	K02446	glpX
372	Fructose and mannose metabolism [PATH:ko00051]	fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]	K11532	glpX-SEBP
373	Fructose and mannose metabolism [PATH:ko00051]	fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]	K01086	fbp-SEBP
374	Fructose and mannose metabolism [PATH:ko00051]	fructose-1,6-bisphosphatase III [EC:3.1.3.11]	K04041	fbp3
375	Fructose and mannose metabolism [PATH:ko00051]	6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 1 [EC:2.7.1.105 3.1.3.46]	K19028	PFKFB1
376	Fructose and mannose metabolism [PATH:ko00051]	6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46]	K19029	PFKFB2
377	Fructose and mannose metabolism [PATH:ko00051]	6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 3 [EC:2.7.1.105 3.1.3.46]	K01103	PFKFB3
378	Fructose and mannose metabolism [PATH:ko00051]	6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 4 [EC:2.7.1.105 3.1.3.46]	K19030	PFKFB4
379	Fructose and mannose metabolism [PATH:ko00051]	6-phosphofructo-2-kinase [EC:2.7.1.105]	K00900	E2.7.1.105
380	Fructose and mannose metabolism [PATH:ko00051]	fructose-2,6-bisphosphatase [EC:3.1.3.46]	K14634	TIGAR
381	Fructose and mannose metabolism [PATH:ko00051]	mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	K00009	mtlD
382	Fructose and mannose metabolism [PATH:ko00051]	sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	K00068	srlD
383	Fructose and mannose metabolism [PATH:ko00051]	L-sorbose 1-phosphate reductase [EC:1.1.1.-]	K19956	sorE
384	Fructose and mannose metabolism [PATH:ko00051]	ketohexokinase [EC:2.7.1.3]	K00846	KHK
385	Fructose and mannose metabolism [PATH:ko00051]	1-phosphofructokinase [EC:2.7.1.56]	K00882	fruK
386	Fructose and mannose metabolism [PATH:ko00051]	L-iditol 2-dehydrogenase [EC:1.1.1.14]	K00008	SORD
387	Fructose and mannose metabolism [PATH:ko00051]	aldehyde reductase [EC:1.1.1.21]	K00011	AKR1B
388	Fructose and mannose metabolism [PATH:ko00051]	alditol oxidase [EC:1.1.3.41]	K00594	xyoA
389	Fructose and mannose metabolism [PATH:ko00051]	xylose isomerase [EC:5.3.1.5]	K01805	xylA
390	Fructose and mannose metabolism [PATH:ko00051]	D-sorbitol dehydrogenase (acceptor) [EC:1.1.99.21]	K08261	E1.1.99.21
391	Fructose and mannose metabolism [PATH:ko00051]	sorbose reductase [EC:1.1.1.289]	K17742	SOU1
