func_id	pathway	enzyme
K00303	"Glycine, serine and threonine metabolism [PATH:ko00260]"	"sarcosine oxidase, subunit beta [EC:1.5.3.1]"
K00304	"Glycine, serine and threonine metabolism [PATH:ko00260]"	"sarcosine oxidase, subunit delta [EC:1.5.3.1]"
K00305	"Glycine, serine and threonine metabolism [PATH:ko00260]"	"sarcosine oxidase, subunit gamma [EC:1.5.3.1]"
K00306	Peroxisome [PATH:ko04146]	sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
K00308	Peroxisome [PATH:ko04146]	N1-acetylpolyamine oxidase [EC:1.5.3.13]
K00310	Folate biosynthesis [PATH:ko00790]	pyrimidodiazepine synthase [EC:1.5.4.1]
K00311	Other	Other
K00312	Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]	"wingless-type MMTV integration site family, member 3"
K00313	Other	Other
K00314	"Glycine, serine and threonine metabolism [PATH:ko00260]"	sarcosine dehydrogenase [EC:1.5.8.3]
K00315	"Glycine, serine and threonine metabolism [PATH:ko00260]"	dimethylglycine dehydrogenase [EC:1.5.8.4]
K00316	beta-Alanine metabolism [PATH:ko00410]	spermidine dehydrogenase [EC:1.5.99.6]
K00317	Methane metabolism [PATH:ko00680]	dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]
K00318	Arginine and proline metabolism [PATH:ko00330]	proline dehydrogenase [EC:1.5.-.-]
K00320	Methane metabolism [PATH:ko00680]	"5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]"
K00322	Nicotinate and nicotinamide metabolism [PATH:ko00760]	NAD(P) transhydrogenase [EC:1.6.1.1]
K00323	Nicotinate and nicotinamide metabolism [PATH:ko00760]	H+-translocating NAD(P) transhydrogenase [EC:1.6.1.2 7.1.1.1]
K00324	Nicotinate and nicotinamide metabolism [PATH:ko00760]	H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]
K00325	Nicotinate and nicotinamide metabolism [PATH:ko00760]	H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]
K00326	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	cytochrome-b5 reductase [EC:1.6.2.2]
K00327	Other	Other
K00329	Oxidative phosphorylation [PATH:ko00190]	NADH dehydrogenase [EC:7.1.1.2]
K00330	Oxidative phosphorylation [PATH:ko00190]	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]
K00331	Oxidative phosphorylation [PATH:ko00190]	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]
K00332	Oxidative phosphorylation [PATH:ko00190]	NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]
K00333	Oxidative phosphorylation [PATH:ko00190]	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]
K00334	Oxidative phosphorylation [PATH:ko00190]	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
K00335	Oxidative phosphorylation [PATH:ko00190]	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
K00336	Oxidative phosphorylation [PATH:ko00190]	NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]
K00337	Oxidative phosphorylation [PATH:ko00190]	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]
K00338	Oxidative phosphorylation [PATH:ko00190]	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
K00339	Oxidative phosphorylation [PATH:ko00190]	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
K00340	Oxidative phosphorylation [PATH:ko00190]	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]
K00341	Oxidative phosphorylation [PATH:ko00190]	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
K00342	Oxidative phosphorylation [PATH:ko00190]	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
K00343	Oxidative phosphorylation [PATH:ko00190]	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]
K00344	Other	Other
K00346	Other	Other
K00347	Other	Other
K00348	Other	Other
K00349	Other	Other
K00350	Other	Other
K00351	Other	Other
K00354	Other	Other
K00355	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K00356	Oxidative phosphorylation [PATH:ko00190]	NADH dehydrogenase [EC:1.6.99.3]
K00357	Folate biosynthesis [PATH:ko00790]	dihydropteridine reductase [EC:1.5.1.34]
K00360	Nitrogen metabolism [PATH:ko00910]	assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]
K00362	Nitrogen metabolism [PATH:ko00910]	nitrite reductase (NADH) large subunit [EC:1.7.1.15]
K00363	Nitrogen metabolism [PATH:ko00910]	nitrite reductase (NADH) small subunit [EC:1.7.1.15]
K00364	Purine metabolism [PATH:ko00230]	GMP reductase [EC:1.7.1.7]
K00365	Caffeine metabolism [PATH:ko00232]	urate oxidase [EC:1.7.3.3]
K00366	Nitrogen metabolism [PATH:ko00910]	ferredoxin-nitrite reductase [EC:1.7.7.1]
K00367	Nitrogen metabolism [PATH:ko00910]	ferredoxin-nitrate reductase [EC:1.7.7.2]
K00368	Nitrogen metabolism [PATH:ko00910]	nitrite reductase (NO-forming) [EC:1.7.2.1]
K00370	Two-component system [PATH:ko02020]	"nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]"
K00371	Two-component system [PATH:ko02020]	"nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]"
K00372	Nitrogen metabolism [PATH:ko00910]	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
K00373	Two-component system [PATH:ko02020]	nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
K00374	Two-component system [PATH:ko02020]	nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]
K00375	Other	Other
K00376	Nitrogen metabolism [PATH:ko00910]	nitrous-oxide reductase [EC:1.7.2.4]
K00380	Sulfur metabolism [PATH:ko00920]	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
K00381	Sulfur metabolism [PATH:ko00920]	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K00382	"Valine, leucine and isoleucine degradation [PATH:ko00280]"	dihydrolipoamide dehydrogenase [EC:1.8.1.4]
K00383	Glutathione metabolism [PATH:ko00480]	glutathione reductase (NADPH) [EC:1.8.1.7]
K00384	Selenocompound metabolism [PATH:ko00450]	thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00387	Sulfur metabolism [PATH:ko00920]	sulfite oxidase [EC:1.8.3.1]
K00389	Other	Other
K00390	Sulfur metabolism [PATH:ko00920]	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K00392	Sulfur metabolism [PATH:ko00920]	sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00394	Sulfur metabolism [PATH:ko00920]	"adenylylsulfate reductase, subunit A [EC:1.8.99.2]"
K00395	Sulfur metabolism [PATH:ko00920]	"adenylylsulfate reductase, subunit B [EC:1.8.99.2]"
K00404	Two-component system [PATH:ko02020]	cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]
K00405	Two-component system [PATH:ko02020]	cytochrome c oxidase cbb3-type subunit II
K00406	Two-component system [PATH:ko02020]	cytochrome c oxidase cbb3-type subunit III
K00407	Two-component system [PATH:ko02020]	cytochrome c oxidase cbb3-type subunit IV
K00408	Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]	"wingless-type MMTV integration site family, member 4"
K00410	Two-component system [PATH:ko02020]	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit
K00411	Two-component system [PATH:ko02020]	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]
K00412	Two-component system [PATH:ko02020]	ubiquinol-cytochrome c reductase cytochrome b subunit
K00413	Two-component system [PATH:ko02020]	ubiquinol-cytochrome c reductase cytochrome c1 subunit
K00415	Oxidative phosphorylation [PATH:ko00190]	ubiquinol-cytochrome c reductase core subunit 2
K00416	Oxidative phosphorylation [PATH:ko00190]	ubiquinol-cytochrome c reductase subunit 6
K00417	Oxidative phosphorylation [PATH:ko00190]	ubiquinol-cytochrome c reductase subunit 7
K00418	Oxidative phosphorylation [PATH:ko00190]	ubiquinol-cytochrome c reductase subunit 8
K00419	Oxidative phosphorylation [PATH:ko00190]	ubiquinol-cytochrome c reductase subunit 9
K00420	Oxidative phosphorylation [PATH:ko00190]	ubiquinol-cytochrome c reductase subunit 10
K00422	Isoquinoline alkaloid biosynthesis [PATH:ko00950]	polyphenol oxidase [EC:1.10.3.1]
K00423	Ascorbate and aldarate metabolism [PATH:ko00053]	L-ascorbate oxidase [EC:1.10.3.3]
K00425	Two-component system [PATH:ko02020]	cytochrome bd ubiquinol oxidase subunit I [EC:1.10.3.14]
K00426	Two-component system [PATH:ko02020]	cytochrome bd ubiquinol oxidase subunit II [EC:1.10.3.14]
K00427	Other	Other
K00428	Other	Other
K00430	Phenylpropanoid biosynthesis [PATH:ko00940]	peroxidase [EC:1.11.1.7]
K00431	Tyrosine metabolism [PATH:ko00350]	thyroid peroxidase [EC:1.11.1.8]
K00432	Glutathione metabolism [PATH:ko00480]	glutathione peroxidase [EC:1.11.1.9]
K00433	Other	Other
K00434	Glutathione metabolism [PATH:ko00480]	L-ascorbate peroxidase [EC:1.11.1.11]
K00435	Porphyrin and chlorophyll metabolism [PATH:ko00860]	Fe-coproporphyrin III decarboxylase [EC:1.11.1.-]
K00436	Other	Other
K00437	Other	Other
K00441	Methane metabolism [PATH:ko00680]	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]
K00444	Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]	"wingless-type MMTV integration site family, member 5"
K00445	Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]	"wingless-type MMTV integration site family, member 6"
K00446	Styrene degradation [PATH:ko00643]	"catechol 2,3-dioxygenase [EC:1.13.11.2]"
K00448	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	"protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]"
K00449	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	"protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]"
K00450	Tyrosine metabolism [PATH:ko00350]	"gentisate 1,2-dioxygenase [EC:1.13.11.4]"
K00451	Styrene degradation [PATH:ko00643]	"homogentisate 1,2-dioxygenase [EC:1.13.11.5]"
K00452	Tryptophan metabolism [PATH:ko00380]	"3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]"
K00453	Tryptophan metabolism [PATH:ko00380]	"tryptophan 2,3-dioxygenase [EC:1.13.11.11]"
K00454	alpha-Linolenic acid metabolism [PATH:ko00592]	lipoxygenase [EC:1.13.11.12]
K00455	Tyrosine metabolism [PATH:ko00350]	"3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]"
K00456	Taurine and hypotaurine metabolism [PATH:ko00430]	cysteine dioxygenase [EC:1.13.11.20]
K00457	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
K00459	Nitrogen metabolism [PATH:ko00910]	nitronate monooxygenase [EC:1.13.12.16]
K00461	Arachidonic acid metabolism [PATH:ko00590]	arachidonate 5-lipoxygenase [EC:1.13.11.34]
K00462	Dioxin degradation [PATH:ko00621]	"biphenyl-2,3-diol 1,2-dioxygenase [EC:1.13.11.39]"
K00463	Tryptophan metabolism [PATH:ko00380]	"indoleamine 2,3-dioxygenase [EC:1.13.11.52]"
K00464	Other	Other
K00466	Tryptophan metabolism [PATH:ko00380]	tryptophan 2-monooxygenase [EC:1.13.12.3]
K00467	Pyruvate metabolism [PATH:ko00620]	lactate 2-monooxygenase [EC:1.13.12.4]
K00469	Inositol phosphate metabolism [PATH:ko00562]	inositol oxygenase [EC:1.13.99.1]
K00471	Lysine degradation [PATH:ko00310]	gamma-butyrobetaine dioxygenase [EC:1.14.11.1]
K00472	Arginine and proline metabolism [PATH:ko00330]	prolyl 4-hydroxylase [EC:1.14.11.2]
K00473	Lysine degradation [PATH:ko00310]	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [EC:1.14.11.4]"
K00474	Lysine degradation [PATH:ko00310]	trimethyllysine dioxygenase [EC:1.14.11.8]
K00475	Flavonoid biosynthesis [PATH:ko00941]	naringenin 3-dioxygenase [EC:1.14.11.9]
K00476	Other	Other
K00477	Peroxisome [PATH:ko04146]	phytanoyl-CoA hydroxylase [EC:1.14.11.18]
K00479	Other	Other
K00480	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	salicylate hydroxylase [EC:1.14.13.1]
K00481	Benzoate degradation [PATH:ko00362]	p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]
K00483	Tyrosine metabolism [PATH:ko00350]	4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]
K00484	Riboflavin metabolism [PATH:ko00740]	flavin reductase (NADH) [EC:1.5.1.36]
K00485	Drug metabolism - cytochrome P450 [PATH:ko00982]	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]
K00486	Tryptophan metabolism [PATH:ko00380]	kynurenine 3-monooxygenase [EC:1.14.13.9]
K00487	Flavonoid biosynthesis [PATH:ko00941]	trans-cinnamate 4-monooxygenase [EC:1.14.14.91]
K00488	Primary bile acid biosynthesis [PATH:ko00120]	cholestanetriol 26-monooxygenase [EC:1.14.15.15]
K00489	Steroid hormone biosynthesis [PATH:ko00140]	cholesterol 7alpha-monooxygenase [EC:1.14.14.23]
K00491	Arginine and proline metabolism [PATH:ko00330]	"nitric-oxide synthase, bacterial [EC:1.14.14.47]"
K00493	Aminobenzoate degradation [PATH:ko00627]	unspecific monooxygenase [EC:1.14.14.1]
K00494	Quorum sensing [PATH:ko02024]	alkanal monooxygenase alpha chain [EC:1.14.14.3]
K00496	Caprolactam degradation [PATH:ko00930]	alkane 1-monooxygenase [EC:1.14.15.3]
K00499	"Glycine, serine and threonine metabolism [PATH:ko00260]"	choline monooxygenase [EC:1.14.15.7]
K00500	Folate biosynthesis [PATH:ko00790]	phenylalanine-4-hydroxylase [EC:1.14.16.1]
K00501	Isoquinoline alkaloid biosynthesis [PATH:ko00950]	tyrosine 3-monooxygenase [EC:1.14.16.2]
K00502	Folate biosynthesis [PATH:ko00790]	tryptophan 5-monooxygenase [EC:1.14.16.4]
K00503	Tyrosine metabolism [PATH:ko00350]	dopamine beta-monooxygenase [EC:1.14.17.1]
K00504	Other	Other
K00505	Betalain biosynthesis [PATH:ko00965]	tyrosinase [EC:1.14.18.1]
K00507	AMPK signaling pathway [PATH:ko04152]	stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]
K00508	Linoleic acid metabolism [PATH:ko00591]	linoleoyl-CoA desaturase [EC:1.14.19.3]
K00509	Arachidonic acid metabolism [PATH:ko00590]	prostaglandin-endoperoxide synthase 1 [EC:1.14.99.1]
K00510	Ferroptosis [PATH:ko04216]	heme oxygenase 1 [EC:1.14.14.18]
K00511	Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909]	squalene monooxygenase [EC:1.14.14.17]
K00512	Steroid hormone biosynthesis [PATH:ko00140]	steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase [EC:1.14.14.19 1.14.14.32]
K00514	Carotenoid biosynthesis [PATH:ko00906]	zeta-carotene desaturase [EC:1.3.5.6]
K00515	Retinol metabolism [PATH:ko00830]	"beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]"
K00517	Other	Other
K00518	Other	Other
K00520	Other	Other
K00521	Other	Other
K00522	Necroptosis [PATH:ko04217]	ferritin heavy chain [EC:1.16.3.2]
K00523	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	"CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]"
K00524	Pyrimidine metabolism [PATH:ko00240]	"ribonucleotide reductase, class II [EC:1.17.4.1]"
K00525	Pyrimidine metabolism [PATH:ko00240]	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]
K00526	Pyrimidine metabolism [PATH:ko00240]	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]
K00527	Pyrimidine metabolism [PATH:ko00240]	ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2]
K00528	Other	Other
K00529	Phenylalanine metabolism [PATH:ko00360]	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]
K00531	Chloroalkane and chloroalkene degradation [PATH:ko00625]	nitrogenase delta subunit [EC:1.18.6.1]
K00532	Other	Other
K00533	Other	Other
K00534	Other	Other
K00537	Other	Other
K00540	Other	Other
K00542	Arginine and proline metabolism [PATH:ko00330]	guanidinoacetate N-methyltransferase [EC:2.1.1.2]
K00543	Tryptophan metabolism [PATH:ko00380]	acetylserotonin O-methyltransferase [EC:2.1.1.4]
K00544	Cysteine and methionine metabolism [PATH:ko00270]	betaine-homocysteine S-methyltransferase [EC:2.1.1.5]
K00545	Betalain biosynthesis [PATH:ko00965]	catechol O-methyltransferase [EC:2.1.1.6]
K00547	Cysteine and methionine metabolism [PATH:ko00270]	homocysteine S-methyltransferase [EC:2.1.1.10]
K00548	One carbon pool by folate [PATH:ko00670]	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
K00549	Selenocompound metabolism [PATH:ko00450]	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]
K00550	Glycerophospholipid metabolism [PATH:ko00564]	phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71]
K00552	"Glycine, serine and threonine metabolism [PATH:ko00260]"	glycine N-methyltransferase [EC:2.1.1.20]
K00553	Tyrosine metabolism [PATH:ko00350]	phenylethanolamine N-methyltransferase [EC:2.1.1.28]
K00554	Other	Other
K00555	Other	Other
K00556	Other	Other
K00557	Other	Other
K00558	Cysteine and methionine metabolism [PATH:ko00270]	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00559	Steroid biosynthesis [PATH:ko00100]	sterol 24-C-methyltransferase [EC:2.1.1.41]
K00560	One carbon pool by folate [PATH:ko00670]	thymidylate synthase [EC:2.1.1.45]
K00561	Other	Other
K00562	Selenocompound metabolism [PATH:ko00450]	methyltransferase [EC:2.1.1.49 2.1.1.96]
K00563	Other	Other
K00564	Other	Other
K00565	mRNA surveillance pathway [PATH:ko03015]	mRNA (guanine-N7-)-methyltransferase [EC:2.1.1.56]
K00566	Sulfur relay system [PATH:ko04122]	tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
K00567	Other	Other
K00568	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
K00569	Drug metabolism - other enzymes [PATH:ko00983]	thiopurine S-methyltransferase [EC:2.1.1.67]
K00570	Glycerophospholipid metabolism [PATH:ko00564]	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]
K00571	Other	Other
K00573	Other	Other
K00574	Other	Other
K00575	Bacterial chemotaxis [PATH:ko02030]	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
K00577	Methane metabolism [PATH:ko00680]	tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]
K00580	Methane metabolism [PATH:ko00680]	tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86]
K00581	Methane metabolism [PATH:ko00680]	tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]
K00586	Other	Other
K00587	Terpenoid backbone biosynthesis [PATH:ko00900]	protein-S-isoprenylcysteine O-methyltransferase [EC:2.1.1.100]
K00588	Flavonoid biosynthesis [PATH:ko00941]	caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]
K00589	Porphyrin and chlorophyll metabolism [PATH:ko00860]	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]
K00590	Other	Other
K00591	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:2.1.1.114 2.1.1.64]
K00592	Other	Other
K00594	Fructose and mannose metabolism [PATH:ko00051]	alditol oxidase [EC:1.1.3.41]
K00595	Porphyrin and chlorophyll metabolism [PATH:ko00860]	"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]"
K00596	Other	Other
K00597	Other	Other
K00598	Other	Other
K00599	Other	Other
K00600	One carbon pool by folate [PATH:ko00670]	glycine hydroxymethyltransferase [EC:2.1.2.1]
K00601	One carbon pool by folate [PATH:ko00670]	phosphoribosylglycinamide formyltransferase [EC:2.1.2.2]
K00602	One carbon pool by folate [PATH:ko00670]	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
K00603	One carbon pool by folate [PATH:ko00670]	glutamate formiminotransferase [EC:2.1.2.5]
K00604	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	methionyl-tRNA formyltransferase [EC:2.1.2.9]
K00605	One carbon pool by folate [PATH:ko00670]	aminomethyltransferase [EC:2.1.2.10]
K00606	Pantothenate and CoA biosynthesis [PATH:ko00770]	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]
K00609	"Alanine, aspartate and glutamate metabolism [PATH:ko00250]"	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
K00610	"Alanine, aspartate and glutamate metabolism [PATH:ko00250]"	aspartate carbamoyltransferase regulatory subunit
K00611	Arginine biosynthesis [PATH:ko00220]	ornithine carbamoyltransferase [EC:2.1.3.3]
K00612	Other	Other
K00613	Arginine and proline metabolism [PATH:ko00330]	glycine amidinotransferase [EC:2.1.4.1]
K00614	Other	Other
K00615	Biosynthesis of ansamycins [PATH:ko01051]	transketolase [EC:2.2.1.1]
K00616	Pentose phosphate pathway [PATH:ko00030]	transaldolase [EC:2.2.1.2]
K00618	Arginine biosynthesis [PATH:ko00220]	amino-acid N-acetyltransferase [EC:2.3.1.1]
K00619	Arginine biosynthesis [PATH:ko00220]	amino-acid N-acetyltransferase [EC:2.3.1.1]
K00620	Arginine biosynthesis [PATH:ko00220]	glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]
K00621	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]
K00622	Drug metabolism - other enzymes [PATH:ko00983]	arylamine N-acetyltransferase [EC:2.3.1.5]
K00623	Glycerophospholipid metabolism [PATH:ko00564]	choline O-acetyltransferase [EC:2.3.1.6]
K00624	Peroxisome [PATH:ko04146]	carnitine O-acetyltransferase [EC:2.3.1.7]
